"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
1991;"Terrestre";"SYLALA";"Court";0;0;0;0;0
1994;"Terrestre";"SYLALA";"Court";1;1;1;1;1
2006;"Terrestre";"SYLALA";"Court";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2007;"Terrestre";"SYLALA";"Court";0,223333333333333;0,433333333333333;0,666666666666667;1,20833333333333;1,69583333333333
2008;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2011;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2012;"Terrestre";"SYLALA";"Court";0;0;0;0;0
2013;"Terrestre";"SYLALA";"Court";0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571
2014;"Terrestre";"SYLALA";"Court";0,0307692307692308;0,307692307692308;0,615384615384615;2,30769230769231;3,83076923076923
2015;"Terrestre";"SYLALA";"Court";0;0;0;0,416666666666667;0,791666666666667
2016;"Terrestre";"SYLALA";"Court";0,025;0,25;0,5;1,06818181818182;1,57954545454545
2017;"Terrestre";"SYLALA";"Court";0,604861111111111;0,798611111111111;1,01388888888889;1,22916666666667;1,42291666666667
2018;"Terrestre";"SYLALA";"Court";0,691666666666667;0,916666666666667;1,16666666666667;1,41666666666667;1,64166666666667
2019;"Terrestre";"SYLALA";"Court";0,075;0,75;1,2;2,1;3,99
2020;"Terrestre";"SYLALA";"Court";0;0,166666666666667;0,375;1,45833333333333;2,89083333333333
2021;"Terrestre";"SYLALA";"Court";0,611363636363636;1,61363636363636;2;2;2
2022;"Terrestre";"SYLALA";"Court";0,0166666666666667;0,166666666666667;0,333333333333333;2,16666666666667;3,81666666666667
2001;"Aquatique";"SYLATR";"Court";0;0;0;0;0
2002;"Aquatique";"SYLATR";"Court";0,5;0,5;0,5;0,5;0,5
2003;"Aquatique";"SYLATR";"Court";0,5125;0,625;0,75;0,875;0,9875
2005;"Aquatique";"SYLATR";"Court";0,575;1,25;2;2,75;3,425
2006;"Aquatique";"SYLATR";"Court";3;3;3;3;3
2007;"Aquatique";"SYLATR";"Court";1,025;1,25;1,5;1,75;1,975
2008;"Aquatique";"SYLATR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2009;"Aquatique";"SYLATR";"Court";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
2010;"Aquatique";"SYLATR";"Court";0,0333333333333334;0,333333333333333;0,666666666666667;3,83333333333333;6,68333333333333
2011;"Aquatique";"SYLATR";"Court";0,3375;1,125;2;2,125;2,2375
2012;"Aquatique";"SYLATR";"Court";0,0214285714285714;0,214285714285714;0,428571428571429;1,08928571428571;1,68392857142857
2013;"Aquatique";"SYLATR";"Court";1;1;1;1;1
2014;"Aquatique";"SYLATR";"Court";0,695833333333333;0,958333333333333;1,25;1,5;1,725
2015;"Aquatique";"SYLATR";"Court";0,01875;0,1875;0,375;1,125;2,8125
2016;"Aquatique";"SYLATR";"Court";0;0;0,1;0,275;0,4775
2017;"Aquatique";"SYLATR";"Court";0;0;0;1;1,675
2018;"Aquatique";"SYLATR";"Court";0,55;1;1,16666666666667;3;3
2019;"Aquatique";"SYLATR";"Court";0,603333333333333;0,633333333333333;0,666666666666667;1,03333333333333;1,36333333333333
2020;"Aquatique";"SYLATR";"Court";1;1;1;1;1
1999;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2001;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2002;"STOC-rozo";"SYLATR";"Court";1,075;1,75;3,5;6,25;9,625
2003;"STOC-rozo";"SYLATR";"Court";0;0;0,75;1,70833333333333;2,27083333333333
2004;"STOC-rozo";"SYLATR";"Court";0;0;1;1,375;1,6375
2005;"STOC-rozo";"SYLATR";"Court";0,05;0,5;1;1,33333333333333;3,13333333333333
2006;"STOC-rozo";"SYLATR";"Court";1,50416666666667;1,54166666666667;1,86111111111111;2,625;3,8625
2007;"STOC-rozo";"SYLATR";"Court";0;0,3125;1,41071428571429;1,59285714285714;1,95
2008;"STOC-rozo";"SYLATR";"Court";0,7;1;1,33333333333333;1,66666666666667;1,96666666666667
2009;"STOC-rozo";"SYLATR";"Court";0,0785714285714286;0,785714285714286;1,57142857142857;1,78571428571429;1,97857142857143
2010;"STOC-rozo";"SYLATR";"Court";0;0;0;1;1,9
2011;"STOC-rozo";"SYLATR";"Court";0,0375;0,375;0,75;1,05555555555556;1,20555555555556
2012;"STOC-rozo";"SYLATR";"Court";0;0;0;1;1
2013;"STOC-rozo";"SYLATR";"Court";0;0;0;0;0
2014;"STOC-rozo";"SYLATR";"Court";8;8;8;8;8
2015;"STOC-rozo";"SYLATR";"Court";0,04375;0,4375;0,875;1,4375;1,94375
2016;"STOC-rozo";"SYLATR";"Court";0,0166666666666667;0,166666666666667;0,333333333333333;0,766666666666667;1,15666666666667
2017;"STOC-rozo";"SYLATR";"Court";0,1;1;2;3;3,9
2018;"STOC-rozo";"SYLATR";"Court";0,015;0,15;0,6;4,5;13,95
2019;"STOC-rozo";"SYLATR";"Court";0;0;0;0,285714285714286;0,542857142857143
2020;"STOC-rozo";"SYLATR";"Court";0,634375;0,71875;0,8125;0,90625;0,990625
2021;"STOC-rozo";"SYLATR";"Court";0;0;0,5;2,5;6,55
2022;"STOC-rozo";"SYLATR";"Court";0;0;0;0,375;1,3875
1989;"Terrestre";"SYLATR";"Court";0,291847826086957;0,668478260869565;1,08695652173913;1,23395445134576;1,36625258799172
1990;"Terrestre";"SYLATR";"Court";0,00934579439252336;0,119642857142857;0,166666666666667;0,595394736842105;1,81666666666667
1991;"Terrestre";"SYLATR";"Court";0,03;0,2;0,483870967741935;0,588235294117647;0,998285714285714
1992;"Terrestre";"SYLATR";"Court";0,0941666666666666;0,321428571428571;0,378571428571429;0,668081494057725;2,34411764705882
1993;"Terrestre";"SYLATR";"Court";0,252232142857143;0,556933198380567;0,773504273504274;1,03090659340659;2,65441810344828
1994;"Terrestre";"SYLATR";"Court";0,0870833333333333;0,179383116883117;0,474424552429668;0,788194444444444;1,64583333333333
1995;"Terrestre";"SYLATR";"Court";0,03125;0,171098517872711;0,444444444444444;0,866666666666667;4,05555555555556
1996;"Terrestre";"SYLATR";"Court";0,0357142857142857;0,191829004329004;0,205882352941176;0,327651515151515;1,39010989010989
1997;"Terrestre";"SYLATR";"Court";0;0,25948275862069;0,480769230769231;0,863636363636364;3,27693236714976
1998;"Terrestre";"SYLATR";"Court";0,0392857142857143;0,312192118226601;0,801932367149758;1,3125;7,25625
1999;"Terrestre";"SYLATR";"Court";0,147522522522523;0,683333333333333;0,93448275862069;1,61666666666667;2,93166666666667
2000;"Terrestre";"SYLATR";"Court";0;0,476063829787234;1,08823529411765;1,44444444444444;2,60391705069124
2001;"Terrestre";"SYLATR";"Court";0,05;0,333333333333333;0,520833333333333;0,962962962962963;1,51858974358974
2002;"Terrestre";"SYLATR";"Court";0;0,380952380952381;0,675675675675676;1,30757575757576;4,125
2003;"Terrestre";"SYLATR";"Court";0;0,310064935064935;0,64576802507837;1,21428571428571;3,14772727272727
2004;"Terrestre";"SYLATR";"Court";0;0,330769230769231;0,565126050420168;1,7875;4,43076923076923
2005;"Terrestre";"SYLATR";"Court";0;0,267045454545455;0,584928229665072;1;6,875
2006;"Terrestre";"SYLATR";"Court";0;0,274193548387097;0,611111111111111;1,2;3,13030303030303
2007;"Terrestre";"SYLATR";"Court";0;0,342105263157895;0,561111111111111;1,17207792207792;3,93749999999999
2008;"Terrestre";"SYLATR";"Court";0;0,133928571428571;0,478260869565217;1;2,865
2009;"Terrestre";"SYLATR";"Court";0;0,477272727272727;0,846153846153846;1,81944444444444;7,53125
2010;"Terrestre";"SYLATR";"Court";0;0,194117647058824;0,5;0,808333333333333;3
2011;"Terrestre";"SYLATR";"Court";0;0,285714285714286;0,723809523809524;1,47431077694236;3,0125
2012;"Terrestre";"SYLATR";"Court";0;0,0114942528735632;0,256578947368421;0,537202380952381;1,46944444444445
2013;"Terrestre";"SYLATR";"Court";0;0,111111111111111;0,333333333333333;0,723214285714286;2,22222222222222
2014;"Terrestre";"SYLATR";"Court";0;0,569196428571429;1,245;2;5
2015;"Terrestre";"SYLATR";"Court";0;0,166666666666667;0,491935483870968;0,977272727272727;3
2016;"Terrestre";"SYLATR";"Court";0;0,0769230769230769;0,3;0,8125;2,25818181818182
2017;"Terrestre";"SYLATR";"Court";0;0,285714285714286;0,75;1,24107142857143;2,9125
2018;"Terrestre";"SYLATR";"Court";0;0,330357142857143;0,666666666666667;1,22916666666667;4,91249999999999
2019;"Terrestre";"SYLATR";"Court";0;0,286377708978328;0,615384615384615;1;1,9765625
2020;"Terrestre";"SYLATR";"Court";0;0,285714285714286;0,625;1,28571428571429;3,75
2021;"Terrestre";"SYLATR";"Court";0;0,160714285714286;0,447712418300654;0,753676470588235;3
2022;"Terrestre";"SYLATR";"Court";0;0,2625;0,681818181818182;1,65837104072398;6,3875
2001;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2003;"Terrestre";"SYLUND";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2004;"Terrestre";"SYLUND";"Court";2;2;2;2;2
2005;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2006;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2007;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2008;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2009;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2010;"Terrestre";"SYLUND";"Court";3;3;3;3;3
2011;"Terrestre";"SYLUND";"Court";0,0583333333333331;0,583333333333333;1,16666666666667;1,75;2,275
2013;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2014;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2015;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2016;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2017;"Terrestre";"SYLUND";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"Terrestre";"SYLUND";"Court";1;1;1;1;1
2019;"Terrestre";"SYLUND";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2020;"Terrestre";"SYLUND";"Court";0;0;0;0;0
2021;"Terrestre";"SYLUND";"Court";1;1;1;1;1
2010;"Terrestre";"TRITOT";"Court";0;0;0;0;0
2022;"Terrestre";"TRITOT";"Court";0;0;0;0;0
2003;"Aquatique";"TROTRO";"Court";1;1;1;1;1
2006;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2007;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2010;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2014;"Aquatique";"TROTRO";"Court";1;1;1;1;1
2015;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2016;"Aquatique";"TROTRO";"Court";0;0;0;0;0
2017;"Aquatique";"TROTRO";"Court";0,5;0,5;0,5;0,5;0,5
2018;"Aquatique";"TROTRO";"Court";0,0499999999999998;0,5;1;1,5;1,95
2019;"Aquatique";"TROTRO";"Court";1;1;1;1;1
2000;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2003;"STOC-rozo";"TROTRO";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2004;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2005;"STOC-rozo";"TROTRO";"Court";0;0;0,25;0,625;0,9625
2006;"STOC-rozo";"TROTRO";"Court";0;0;0,625;1,9375;3,79375
2007;"STOC-rozo";"TROTRO";"Court";0,75;0,75;0,75;0,75;0,75
2009;"STOC-rozo";"TROTRO";"Court";0,0125;0,125;0,25;0,375;0,4875
2010;"STOC-rozo";"TROTRO";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2011;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2012;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2013;"STOC-rozo";"TROTRO";"Court";2;2;2;2;2
2014;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2015;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2016;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2018;"STOC-rozo";"TROTRO";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"STOC-rozo";"TROTRO";"Court";0;0;0;0;0
2020;"STOC-rozo";"TROTRO";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2021;"STOC-rozo";"TROTRO";"Court";1;1;1;1;1
2022;"STOC-rozo";"TROTRO";"Court";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
1989;"Terrestre";"TROTRO";"Court";2,025;2,25;2,5;2,75;2,975
1990;"Terrestre";"TROTRO";"Court";0,025;0,305555555555556;0,5;0,9375;1,85
1991;"Terrestre";"TROTRO";"Court";0,0600000000000001;0,6;1;1;1,9
1992;"Terrestre";"TROTRO";"Court";0;0,1875;0,428571428571429;0,55;2,64
1993;"Terrestre";"TROTRO";"Court";0,0829326923076923;0,21875;0,583333333333333;0,916666666666667;1,29166666666667
1994;"Terrestre";"TROTRO";"Court";0;0;0,111111111111111;0,26984126984127;0,764880952380952
1995;"Terrestre";"TROTRO";"Court";0,03125;0,264423076923077;0,328846153846154;0,4625;0,9375
1996;"Terrestre";"TROTRO";"Court";0;0,025;0,203846153846154;0,451923076923077;0,9375
1997;"Terrestre";"TROTRO";"Court";0,0125;0,125;0,726190476190476;2,46428571428571;5,64642857142857
1998;"Terrestre";"TROTRO";"Court";0;0;0,173913043478261;0,666666666666667;0,966666666666667
1999;"Terrestre";"TROTRO";"Court";0,0125;0,125;0,25;0,375;0,4875
2000;"Terrestre";"TROTRO";"Court";0;0;0;0,5;1,3
2001;"Terrestre";"TROTRO";"Court";0;0,184659090909091;1,28571428571429;1,46428571428571;2,9375
2002;"Terrestre";"TROTRO";"Court";0;0;0,176470588235294;0,75;2,725
2003;"Terrestre";"TROTRO";"Court";0;0,095959595959596;0,45;1;1,7375
2004;"Terrestre";"TROTRO";"Court";0;0,03125;0,45;1;2,275
2005;"Terrestre";"TROTRO";"Court";0;0;0,333333333333333;1,2;4
2006;"Terrestre";"TROTRO";"Court";0;0;0;0,3125;2
2007;"Terrestre";"TROTRO";"Court";0;0;0,333333333333333;1;4,1
2008;"Terrestre";"TROTRO";"Court";0;0;0,5;1;3
2009;"Terrestre";"TROTRO";"Court";0;0;0,4;1;3
2010;"Terrestre";"TROTRO";"Court";0;0;0;0,333333333333333;3
2011;"Terrestre";"TROTRO";"Court";0;0,339285714285714;0,916666666666667;1,5;7
2012;"Terrestre";"TROTRO";"Court";0;0;0;0,5;3
2013;"Terrestre";"TROTRO";"Court";0;0;0;0,5;4,925
2014;"Terrestre";"TROTRO";"Court";0;0,233333333333333;0,928571428571429;1,64583333333333;4
2015;"Terrestre";"TROTRO";"Court";0;0;0,4;1;3,4
2016;"Terrestre";"TROTRO";"Court";0;0;0,236111111111111;1;3,45
2017;"Terrestre";"TROTRO";"Court";0;0;0,5;1;3
2018;"Terrestre";"TROTRO";"Court";0;0;0,5;1;3
2019;"Terrestre";"TROTRO";"Court";0;0;0,333333333333333;1;2,07857142857143
2020;"Terrestre";"TROTRO";"Court";0;0;0,6;1,36666666666667;4,09999999999999
2021;"Terrestre";"TROTRO";"Court";0;0;0,363636363636364;0,714285714285714;2,9
2022;"Terrestre";"TROTRO";"Court";0;0;0,464285714285714;1;4,45
2001;"Aquatique";"TURMER";"Court";1;1;1;1;1
2002;"Aquatique";"TURMER";"Court";0;0;0;0;0
2003;"Aquatique";"TURMER";"Court";0,0138888888888888;0,138888888888889;0,277777777777778;0,416666666666667;0,541666666666667
2005;"Aquatique";"TURMER";"Court";0,0437499999999998;0,4375;0,875;1,3125;1,70625
2006;"Aquatique";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2007;"Aquatique";"TURMER";"Court";0,24;0,6;1;1;1
2008;"Aquatique";"TURMER";"Court";0,00249999999999999;0,025;0,05;0,075;0,0975
2009;"Aquatique";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2010;"Aquatique";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2011;"Aquatique";"TURMER";"Court";1;1;1;1;1
2012;"Aquatique";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2013;"Aquatique";"TURMER";"Court";0,0374999999999999;0,375;0,75;1,125;1,4625
2014;"Aquatique";"TURMER";"Court";0,137053571428571;0,245535714285714;0,642857142857143;1,25;1,925
2015;"Aquatique";"TURMER";"Court";0;0,05;0,35;0,875;1
2016;"Aquatique";"TURMER";"Court";0;0;0,2;0,475;0,9375
2017;"Aquatique";"TURMER";"Court";0;0,0833333333333333;0,354166666666667;0,84375;2,75
2018;"Aquatique";"TURMER";"Court";0;0;0,25;0,5;1,26666666666667
2019;"Aquatique";"TURMER";"Court";0;0;0,166666666666667;0,5;0,65
2020;"Aquatique";"TURMER";"Court";0;0;0;0,0625;0,23125
2021;"Aquatique";"TURMER";"Court";0;0;0;0;0
2022;"Aquatique";"TURMER";"Court";0;0;0;0;0
1999;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2000;"STOC-rozo";"TURMER";"Court";0,5;0,5;0,5;0,5;0,5
2001;"STOC-rozo";"TURMER";"Court";0;0;0,25;0,625;0,9625
2002;"STOC-rozo";"TURMER";"Court";0;0;0;0;0,2125
2003;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2004;"STOC-rozo";"TURMER";"Court";0;0;0;0,222222222222222;2,72222222222222
2005;"STOC-rozo";"TURMER";"Court";0;0;0,214285714285714;0,571428571428571;0,957142857142857
2006;"STOC-rozo";"TURMER";"Court";0;0;0;0,75;1
2007;"STOC-rozo";"TURMER";"Court";0;0;0,6;1;1,9
2008;"STOC-rozo";"TURMER";"Court";0;0;0;0,0833333333333333;0,308333333333333
2009;"STOC-rozo";"TURMER";"Court";0,5375;0,875;1;1;1
2010;"STOC-rozo";"TURMER";"Court";0;0,25;1,5;3;5,66666666666667
2011;"STOC-rozo";"TURMER";"Court";0;0;0;0,25;0,925
2012;"STOC-rozo";"TURMER";"Court";0;0;0,25;0,541666666666667;0,654166666666667
2013;"STOC-rozo";"TURMER";"Court";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333
2014;"STOC-rozo";"TURMER";"Court";0,05;0,5;1;2,5;3,85
2015;"STOC-rozo";"TURMER";"Court";0;0;0,125;0,8125;1,25
2016;"STOC-rozo";"TURMER";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2017;"STOC-rozo";"TURMER";"Court";0;0;0,5;1;1
2018;"STOC-rozo";"TURMER";"Court";0;0;0,0555555555555556;0,777777777777778;1,875
2019;"STOC-rozo";"TURMER";"Court";0;0;0;1;1
2020;"STOC-rozo";"TURMER";"Court";0;0;0;0,666666666666667;2,76666666666667
2021;"STOC-rozo";"TURMER";"Court";0;0;0;0;0
2022;"STOC-rozo";"TURMER";"Court";0;0;0;0,5;0,95
1989;"Terrestre";"TURMER";"Court";0,00227272727272727;0,0227272727272727;0,0454545454545455;0,0681818181818182;0,0886363636363636
1990;"Terrestre";"TURMER";"Court";0,0384615384615385;0,166666666666667;0,209302325581395;0,451388888888889;1,19471153846154
1991;"Terrestre";"TURMER";"Court";0;0,166823308270677;0,385416666666667;0,569444444444444;2,51111111111111
1992;"Terrestre";"TURMER";"Court";0,103055555555556;0,225961538461538;0,364583333333333;0,579166666666667;2,56785714285714
1993;"Terrestre";"TURMER";"Court";0,0441176470588235;0,229166666666667;0,416666666666667;1,14204545454545;1,63636363636364
1994;"Terrestre";"TURMER";"Court";0,0133333333333333;0,166666666666667;0,263157894736842;0,769230769230769;1,03555555555556
1995;"Terrestre";"TURMER";"Court";0;0,20203488372093;0,39;0,892857142857143;2,91
1996;"Terrestre";"TURMER";"Court";0,025;0,136363636363636;0,222222222222222;0,25;0,410084033613445
1997;"Terrestre";"TURMER";"Court";0;0;0,0714285714285714;0,342857142857143;1,09659090909091
1998;"Terrestre";"TURMER";"Court";0,03;0,1875;0,285714285714286;0,527777777777778;1,74431818181818
1999;"Terrestre";"TURMER";"Court";0,0841666666666667;0,229166666666667;0,285714285714286;0,5;1,068125
2000;"Terrestre";"TURMER";"Court";0;0,1125;0,37037037037037;0,698529411764706;1
2001;"Terrestre";"TURMER";"Court";0;0,125;0,267942583732057;0,725;1,59134615384615
2002;"Terrestre";"TURMER";"Court";0;0,111111111111111;0,3;0,818181818181818;2,6
2003;"Terrestre";"TURMER";"Court";0;0,181818181818182;0,333333333333333;0,776785714285714;1,83333333333333
2004;"Terrestre";"TURMER";"Court";0;0,157894736842105;0,333333333333333;0,866666666666667;2,16363636363636
2005;"Terrestre";"TURMER";"Court";0;0,202631578947368;0,454545454545455;0,954545454545455;1,935
2006;"Terrestre";"TURMER";"Court";0;0,166666666666667;0,5;0,892857142857143;2,24166666666667
2007;"Terrestre";"TURMER";"Court";0;0,1;0,408333333333333;0,953125;3
2008;"Terrestre";"TURMER";"Court";0;0;0,2;0,44949494949495;2,9625
2009;"Terrestre";"TURMER";"Court";0;0,166666666666667;0,36038961038961;0,758333333333333;2,01875
2010;"Terrestre";"TURMER";"Court";0;0;0,190909090909091;0,5;2,04166666666667
2011;"Terrestre";"TURMER";"Court";0;0,174019607843137;0,345238095238095;0,85;4,02499999999999
2012;"Terrestre";"TURMER";"Court";0;0;0,2;0,5;1,0625
2013;"Terrestre";"TURMER";"Court";0;0;0,183333333333333;0,5;2
2014;"Terrestre";"TURMER";"Court";0;0,303896103896104;0,732142857142857;1,5;3,825
2015;"Terrestre";"TURMER";"Court";0;0;0,25;0,6;2
2016;"Terrestre";"TURMER";"Court";0;0;0,25;0,732142857142857;2,2375
2017;"Terrestre";"TURMER";"Court";0;0,142857142857143;0,5;1;3
2018;"Terrestre";"TURMER";"Court";0;0,0954545454545455;0,4;0,8;2,48333333333333
2019;"Terrestre";"TURMER";"Court";0;0,1;0,333333333333333;1;2,4725
2020;"Terrestre";"TURMER";"Court";0;0,211111111111111;0,5;1;3,275
2021;"Terrestre";"TURMER";"Court";0;0,0958333333333333;0,333333333333333;0,645833333333333;3,75
2022;"Terrestre";"TURMER";"Court";0;0,0912698412698413;0,384615384615385;0,75;2,27
2001;"Aquatique";"TURPHI";"Court";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2005;"Aquatique";"TURPHI";"Court";0;0;0;0;0
2007;"Aquatique";"TURPHI";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2008;"Aquatique";"TURPHI";"Court";0,0499999999999998;0,5;1;1,5;1,95
2011;"Aquatique";"TURPHI";"Court";1;1;1;1;1
2012;"Aquatique";"TURPHI";"Court";0;0;0;0;0
2014;"Aquatique";"TURPHI";"Court";0,0499999999999998;0,5;1;1,5;1,95
2015;"Aquatique";"TURPHI";"Court";0,0166666666666667;0,166666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2016;"Aquatique";"TURPHI";"Court";0,0749999999999997;0,75;1,5;2,25;2,925
2017;"Aquatique";"TURPHI";"Court";0;0;0;0,5;1,85
2018;"Aquatique";"TURPHI";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2019;"Aquatique";"TURPHI";"Court";0;0;0;0;0
1999;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2000;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2002;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2003;"STOC-rozo";"TURPHI";"Court";0;0;0;0,5;0,95
2004;"STOC-rozo";"TURPHI";"Court";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2005;"STOC-rozo";"TURPHI";"Court";0,5;0,5;0,5;0,5;0,5
2006;"STOC-rozo";"TURPHI";"Court";0,0375;0,375;0,75;0,875;0,9875
2007;"STOC-rozo";"TURPHI";"Court";0;0;0;0,5;0,95
2008;"STOC-rozo";"TURPHI";"Court";0;0;0;0,25;0,475
2009;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2010;"STOC-rozo";"TURPHI";"Court";3;3;3;3;3
2011;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2012;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2013;"STOC-rozo";"TURPHI";"Court";0,35;0,5;0,666666666666667;0,833333333333333;0,983333333333333
2015;"STOC-rozo";"TURPHI";"Court";0,0125;0,125;0,25;0,375;0,4875
2016;"STOC-rozo";"TURPHI";"Court";0,0499999999999998;0,5;1;1,5;1,95
2017;"STOC-rozo";"TURPHI";"Court";1;1;1;1;1
2018;"STOC-rozo";"TURPHI";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2020;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
2022;"STOC-rozo";"TURPHI";"Court";0;0;0;0;0
1989;"Terrestre";"TURPHI";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1990;"Terrestre";"TURPHI";"Court";0;0;0,154761904761905;0,404761904761905;0,8875
1991;"Terrestre";"TURPHI";"Court";0;0;0;0,458333333333333;1
1992;"Terrestre";"TURPHI";"Court";0;0,666666666666667;1;2,375;5
1993;"Terrestre";"TURPHI";"Court";0;0;0,166666666666667;0,5;4,2
1994;"Terrestre";"TURPHI";"Court";0;0;0,366666666666667;0,625;1
1995;"Terrestre";"TURPHI";"Court";0;0;0;0,420454545454545;1,52916666666667
1996;"Terrestre";"TURPHI";"Court";0;0;0;0,666666666666667;4,2
1997;"Terrestre";"TURPHI";"Court";0,03125;0,296875;0,71875;1;4,5
1998;"Terrestre";"TURPHI";"Court";0,00961538461538462;0,120192307692308;0,375;0,5;0,9375
1999;"Terrestre";"TURPHI";"Court";0;0;0,0357142857142857;0,303571428571429;0,930357142857143
2000;"Terrestre";"TURPHI";"Court";0;0;0,285714285714286;0,416666666666667;1,75
2001;"Terrestre";"TURPHI";"Court";0;0;0,0555555555555556;0,785714285714286;3,625
2002;"Terrestre";"TURPHI";"Court";0;0;0,5;0,916666666666667;2,475
2003;"Terrestre";"TURPHI";"Court";0;0;0,333333333333333;0,575757575757576;1
2004;"Terrestre";"TURPHI";"Court";0;0;0,125;0,606060606060606;4
2005;"Terrestre";"TURPHI";"Court";0;0;0,287179487179487;0,95;2
2006;"Terrestre";"TURPHI";"Court";0;0;0;1;3,55
2007;"Terrestre";"TURPHI";"Court";0;0;0,4;1,08333333333333;4,89999999999999
2008;"Terrestre";"TURPHI";"Court";0;0;0,166666666666667;0,75;1,33333333333333
2009;"Terrestre";"TURPHI";"Court";0;0;0,285714285714286;1;2,45
2010;"Terrestre";"TURPHI";"Court";0;0;0;0,5;2
2011;"Terrestre";"TURPHI";"Court";0;0;0,2;1;2,75
2012;"Terrestre";"TURPHI";"Court";0;0;0;0,5;1,675
2013;"Terrestre";"TURPHI";"Court";0;0;0;0,276315789473684;1,025
2014;"Terrestre";"TURPHI";"Court";0;0;0,5;1;2,8375
2015;"Terrestre";"TURPHI";"Court";0;0;0;0,5;2,375
2016;"Terrestre";"TURPHI";"Court";0;0;0;0,375;2,15625
2017;"Terrestre";"TURPHI";"Court";0;0;0,0833333333333333;0,5;2,95
2018;"Terrestre";"TURPHI";"Court";0;0;0,166666666666667;1;2,55
2019;"Terrestre";"TURPHI";"Court";0;0;0,0454545454545455;1;3
2020;"Terrestre";"TURPHI";"Court";0;0;0;0,5;1,5625
2021;"Terrestre";"TURPHI";"Court";0;0;0,2;1;2
2022;"Terrestre";"TURPHI";"Court";0;0;0,384615384615385;0,666666666666667;2
1993;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2004;"Terrestre";"TURPIL";"Court";0;0;0;0;0
