"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
1989;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1990;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1991;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1992;"JUV";"SYLBOR";"Long";0,00833333333333334;0,0833333333333333;0,166666666666667;0,208333333333333;0,245833333333333;"Terrestre"
1993;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1996;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1997;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1998;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
1999;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2000;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2001;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2002;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2003;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2004;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2005;"JUV";"SYLBOR";"Long";0;0;0;0;0,21875;"Terrestre"
2006;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2007;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2008;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2009;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2010;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2011;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2012;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2013;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2014;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2015;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2016;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2017;"JUV";"SYLBOR";"Long";0;0;0;0,125;0,3125;"Terrestre"
2018;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2019;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Terrestre"
2020;"JUV";"SYLBOR";"Long";0;0;0;0;0,4375;"Terrestre"
2021;"JUV";"SYLBOR";"Long";0,0107142857142857;0,107142857142857;0,154761904761905;0,208333333333333;0,320833333333333;"Terrestre"
1989;"AD";"SYLCOM";"Long";0,266666666666667;0,266666666666667;0,266666666666667;0,266666666666667;0,266666666666667;"Terrestre"
1990;"AD";"SYLCOM";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975;"Terrestre"
1991;"AD";"SYLCOM";"Long";0,00800000000000001;0,08;0,16;0,17375;0,186125;"Terrestre"
1992;"AD";"SYLCOM";"Long";0;0;0;0,0833333333333333;0,158333333333333;"Terrestre"
1993;"AD";"SYLCOM";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
1994;"AD";"SYLCOM";"Long";0,25;0,25;0,25;0,25;0,25;"Terrestre"
1995;"AD";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1996;"AD";"SYLCOM";"Long";0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333;"Terrestre"
1997;"AD";"SYLCOM";"Long";0,00526315789473685;0,0526315789473684;0,105263157894737;0,135964912280702;0,16359649122807;"Terrestre"
1998;"AD";"SYLCOM";"Long";0,00480769230769229;0,0480769230769231;0,0961538461538462;0,144230769230769;0,1875;"Terrestre"
1999;"AD";"SYLCOM";"Long";0,225806451612903;0,225806451612903;0,225806451612903;0,225806451612903;0,225806451612903;"Terrestre"
2000;"AD";"SYLCOM";"Long";0;0;0;0,108108108108108;0,205405405405405;"Terrestre"
2001;"AD";"SYLCOM";"Long";0,00535714285714285;0,0535714285714286;0,138278388278388;0,219063545150502;0,256688963210702;"Terrestre"
2002;"AD";"SYLCOM";"Long";0,0114285714285714;0,114285714285714;0,153846153846154;0,217391304347826;0,221739130434783;"Terrestre"
2003;"AD";"SYLCOM";"Long";0;0,0238095238095238;0,110119047619048;0,15625;0,239583333333333;"Terrestre"
2004;"AD";"SYLCOM";"Long";0;0;0;0,129901960784314;0,309803921568627;"Terrestre"
2005;"AD";"SYLCOM";"Long";0,0147058823529412;0,123949579831933;0,162337662337662;0,212121212121212;0,226641414141414;"Terrestre"
2006;"AD";"SYLCOM";"Long";0,00652173913043478;0,0444664031620553;0,0588235294117647;0,162337662337662;0,27012987012987;"Terrestre"
2007;"AD";"SYLCOM";"Long";0;0;0;0,133241758241758;0,335526315789474;"Terrestre"
2008;"AD";"SYLCOM";"Long";0;0;0;0,0896103896103896;0,317857142857143;"Terrestre"
2009;"AD";"SYLCOM";"Long";0;0;0,092156862745098;0,178030303030303;0,25;"Terrestre"
2010;"AD";"SYLCOM";"Long";0;0;0,0526315789473684;0,196428571428571;0,366195652173913;"Terrestre"
2011;"AD";"SYLCOM";"Long";0;0,071078431372549;0,115384615384615;0,176923076923077;0,210714285714286;"Terrestre"
2012;"AD";"SYLCOM";"Long";0;0;0,0833333333333333;0,227272727272727;0,388235294117647;"Terrestre"
2013;"AD";"SYLCOM";"Long";0;0;0,0952380952380952;0,142857142857143;0,478571428571429;"Terrestre"
2014;"AD";"SYLCOM";"Long";0;0,0882352941176471;0,162337662337662;0,270652173913043;0,390196078431372;"Terrestre"
2015;"AD";"SYLCOM";"Long";0;0;0,1425;0,198863636363636;0,25953947368421;"Terrestre"
2016;"AD";"SYLCOM";"Long";0;0;0,0697115384615385;0,138461538461538;0,305128205128205;"Terrestre"
2017;"AD";"SYLCOM";"Long";0;0;0,0294117647058824;0,114583333333333;0,173544973544974;"Terrestre"
2018;"AD";"SYLCOM";"Long";0;0;0;0,143939393939394;0,480357142857143;"Terrestre"
2019;"AD";"SYLCOM";"Long";0;0;0,03125;0,107142857142857;0,171103896103896;"Terrestre"
2020;"AD";"SYLCOM";"Long";0;0,0147058823529412;0,125490196078431;0,26010101010101;0,445833333333333;"Terrestre"
2021;"AD";"SYLCOM";"Long";0;0;0;0,0645833333333333;0,224603174603175;"Terrestre"
1989;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1990;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1991;"JUV";"SYLCOM";"Long";0;0;0;0,0555555555555556;0,105555555555556;"Terrestre"
1992;"JUV";"SYLCOM";"Long";0,00625000000000001;0,0625;0,125;0,145833333333333;0,164583333333333;"Terrestre"
1993;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1994;"JUV";"SYLCOM";"Long";0,05;0,05;0,05;0,05;0,05;"Terrestre"
1995;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1996;"JUV";"SYLCOM";"Long";0,0769230769230769;0,0769230769230769;0,0769230769230769;0,0769230769230769;0,0769230769230769;"Terrestre"
1997;"JUV";"SYLCOM";"Long";0;0;0;0,05;0,095;"Terrestre"
1998;"JUV";"SYLCOM";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
1999;"JUV";"SYLCOM";"Long";0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;"Terrestre"
2000;"JUV";"SYLCOM";"Long";0;0;0;0,05;0,095;"Terrestre"
2001;"JUV";"SYLCOM";"Long";0;0;0;0,0476190476190476;0,117261904761905;"Terrestre"
2002;"JUV";"SYLCOM";"Long";0;0;0;0;0,0321428571428572;"Terrestre"
2003;"JUV";"SYLCOM";"Long";0;0;0;0,05;0,139583333333333;"Terrestre"
2004;"JUV";"SYLCOM";"Long";0;0;0;0;0,0144067796610169;"Terrestre"
2005;"JUV";"SYLCOM";"Long";0;0;0;0;0,0416666666666667;"Terrestre"
2006;"JUV";"SYLCOM";"Long";0;0;0;0;0,0472222222222222;"Terrestre"
2007;"JUV";"SYLCOM";"Long";0;0;0;0;0,089423076923077;"Terrestre"
2008;"JUV";"SYLCOM";"Long";0;0;0;0,0178571428571429;0,109;"Terrestre"
2009;"JUV";"SYLCOM";"Long";0;0;0;0,0234375;0,0860049833887043;"Terrestre"
2010;"JUV";"SYLCOM";"Long";0;0;0;0,00757575757575758;0,0936538461538461;"Terrestre"
2011;"JUV";"SYLCOM";"Long";0;0;0;0,0916666666666667;0,121527777777778;"Terrestre"
2012;"JUV";"SYLCOM";"Long";0;0;0;0;0,116666666666667;"Terrestre"
2013;"JUV";"SYLCOM";"Long";0;0;0;0,0116279069767442;0,134126984126984;"Terrestre"
2014;"JUV";"SYLCOM";"Long";0;0;0;0,0138888888888889;0,3875;"Terrestre"
2015;"JUV";"SYLCOM";"Long";0;0;0;0,00769230769230769;0,0674827586206896;"Terrestre"
2016;"JUV";"SYLCOM";"Long";0;0;0;0;0,0703125;"Terrestre"
2017;"JUV";"SYLCOM";"Long";0;0;0;0;0,0586647727272727;"Terrestre"
2018;"JUV";"SYLCOM";"Long";0;0;0;0;0,0394736842105263;"Terrestre"
2019;"JUV";"SYLCOM";"Long";0;0;0;0,0238095238095238;0,0883928571428571;"Terrestre"
2020;"JUV";"SYLCOM";"Long";0;0;0;0;0,308333333333333;"Terrestre"
2021;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Terrestre"
1997;"AD";"ACRSCH";"Long";0,214484126984127;0,216269841269841;0,218253968253968;0,220238095238095;0,22202380952381;"STOC-rozo"
1998;"AD";"ACRSCH";"Long";0,0689655172413793;0,0689655172413793;0,0689655172413793;0,0689655172413793;0,0689655172413793;"STOC-rozo"
1999;"AD";"ACRSCH";"Long";0,0869318181818182;0,119318181818182;0,15530303030303;0,191287878787879;0,223674242424242;"STOC-rozo"
2000;"AD";"ACRSCH";"Long";0,00147058823529411;0,0147058823529412;0,0294117647058824;0,0441176470588235;0,0573529411764706;"STOC-rozo"
2001;"AD";"ACRSCH";"Long";0;0;0;0,0454545454545455;0,0863636363636364;"STOC-rozo"
2002;"AD";"ACRSCH";"Long";0;0;0;0,00675675675675676;0,025;"STOC-rozo"
2003;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2004;"AD";"ACRSCH";"Long";0;0;0;0,05;0,185;"STOC-rozo"
2005;"AD";"ACRSCH";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975;"STOC-rozo"
2006;"AD";"ACRSCH";"Long";0,00147058823529411;0,0147058823529412;0,0294117647058824;0,0441176470588235;0,0573529411764706;"STOC-rozo"
2007;"AD";"ACRSCH";"Long";0;0;0;0,0681818181818182;0,120738636363636;"STOC-rozo"
2008;"AD";"ACRSCH";"Long";0;0;0;0,0277777777777778;0,110333333333333;"STOC-rozo"
2009;"AD";"ACRSCH";"Long";0;0;0;0,0769230769230769;0,179120879120879;"STOC-rozo"
2010;"AD";"ACRSCH";"Long";0;0;0;0,233333333333333;0,313421052631579;"STOC-rozo"
2011;"AD";"ACRSCH";"Long";0;0;0;0,0865384615384615;0,135950854700855;"STOC-rozo"
2012;"AD";"ACRSCH";"Long";0;0;0;0,107142857142857;0,236607142857143;"STOC-rozo"
2013;"AD";"ACRSCH";"Long";0;0;0,0454545454545455;0,163352272727273;0,256770833333333;"STOC-rozo"
2014;"AD";"ACRSCH";"Long";0;0;0,0434782608695652;0,0899209486166008;0,15719696969697;"STOC-rozo"
2015;"AD";"ACRSCH";"Long";0;0;0;0,0833333333333333;0,213888888888889;"STOC-rozo"
2016;"AD";"ACRSCH";"Long";0;0;0,0333333333333333;0,0777777777777778;0,107777777777778;"STOC-rozo"
2017;"AD";"ACRSCH";"Long";0;0;0;0,0909090909090909;0,147552447552448;"STOC-rozo"
2018;"AD";"ACRSCH";"Long";0;0;0;0,15;0,275;"STOC-rozo"
2019;"AD";"ACRSCH";"Long";0;0;0;0,142857142857143;0,239285714285714;"STOC-rozo"
2020;"AD";"ACRSCH";"Long";0;0;0;0,125;0,4625;"STOC-rozo"
2021;"AD";"ACRSCH";"Long";0;0;0,0625;0,1875;0,35625;"STOC-rozo"
1997;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
1998;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
1999;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2000;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2001;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2002;"JUV";"ACRSCH";"Long";0;0;0;0,0131578947368421;0,0486842105263158;"STOC-rozo"
2003;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2004;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2005;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2006;"JUV";"ACRSCH";"Long";0;0;0;0,0192307692307692;0,0365384615384615;"STOC-rozo"
2007;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2008;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2009;"JUV";"ACRSCH";"Long";0;0;0;0;0,0947368421052632;"STOC-rozo"
2010;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2011;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2012;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2013;"JUV";"ACRSCH";"Long";0;0;0;0;0,0729166666666667;"STOC-rozo"
2014;"JUV";"ACRSCH";"Long";0;0;0;0;0,06;"STOC-rozo"
2015;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2016;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2017;"JUV";"ACRSCH";"Long";0;0;0;0;0,0321428571428572;"STOC-rozo"
2018;"JUV";"ACRSCH";"Long";0;0;0;0;0,21875;"STOC-rozo"
2019;"JUV";"ACRSCH";"Long";0;0;0;0,125;0,4625;"STOC-rozo"
2020;"JUV";"ACRSCH";"Long";0;0;0;0,03125;0,115625;"STOC-rozo"
2021;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
1997;"AD";"ACRSCI";"Long";0,0861842105263158;0,111842105263158;0,140350877192982;0,145175438596491;0,149517543859649;"STOC-rozo"
1998;"AD";"ACRSCI";"Long";0,0652118912080961;0,0714737507906388;0,0784313725490196;0,113683771380893;0,145410930329579;"STOC-rozo"
1999;"AD";"ACRSCI";"Long";0,00222222222222222;0,0222222222222222;0,0444444444444444;0,115972222222222;0,180347222222222;"STOC-rozo"
2000;"AD";"ACRSCI";"Long";0,0312072336265885;0,0393450635386119;0,0483870967741935;0,0647340889276373;0,0794463818657367;"STOC-rozo"
2001;"AD";"ACRSCI";"Long";0;0,0303030303030303;0,0769230769230769;0,162790697674419;0,224598930481283;"STOC-rozo"
2002;"AD";"ACRSCI";"Long";0;0;0,0192307692307692;0,0857142857142857;0,188484848484848;"STOC-rozo"
2003;"AD";"ACRSCI";"Long";0;0;0,0479166666666667;0,148809523809524;0,250611888111888;"STOC-rozo"
2004;"AD";"ACRSCI";"Long";0;0;0;0,255813953488372;0,293846153846154;"STOC-rozo"
2005;"AD";"ACRSCI";"Long";0,00921052631578948;0,0813397129186603;0,115942028985507;0,1875;0,370779914529915;"STOC-rozo"
2006;"AD";"ACRSCI";"Long";0;0;0;0,0606060606060606;0,235323886639676;"STOC-rozo"
2007;"AD";"ACRSCI";"Long";0;0;0,05;0,121212121212121;0,173529411764706;"STOC-rozo"
2008;"AD";"ACRSCI";"Long";0;0;0,015625;0,114551083591331;0,199972943722944;"STOC-rozo"
2009;"AD";"ACRSCI";"Long";0;0;0,0454545454545455;0,125;0,288260869565217;"STOC-rozo"
2010;"AD";"ACRSCI";"Long";0;0;0,0285714285714286;0,0909090909090909;0,220454545454545;"STOC-rozo"
2011;"AD";"ACRSCI";"Long";0;0;0;0,0339080459770115;0,191666666666667;"STOC-rozo"
2012;"AD";"ACRSCI";"Long";0;0;0,02;0,135416666666667;0,163782051282051;"STOC-rozo"
2013;"AD";"ACRSCI";"Long";0;0;0,02;0,0683870967741936;0,13219696969697;"STOC-rozo"
2014;"AD";"ACRSCI";"Long";0,0133333333333333;0,0789473684210526;0,0967741935483871;0,125;0,165446224256293;"STOC-rozo"
2015;"AD";"ACRSCI";"Long";0;0;0,0714285714285714;0,148510971786834;0,170975323149236;"STOC-rozo"
2016;"AD";"ACRSCI";"Long";0,0856470588235294;0,127005347593583;0,15;0,176319176319176;0,203571428571429;"STOC-rozo"
2017;"AD";"ACRSCI";"Long";0;0,0628306878306878;0,138388123011665;0,194899072558647;0,223925339366516;"STOC-rozo"
2018;"AD";"ACRSCI";"Long";0;0,0384615384615385;0,111111111111111;0,16;0,265880893300248;"STOC-rozo"
2019;"AD";"ACRSCI";"Long";0;0,046875;0,125;0,231481481481481;0,404029605263158;"STOC-rozo"
2020;"AD";"ACRSCI";"Long";0;0;0,0952380952380952;0,152073732718894;0,204411764705882;"STOC-rozo"
2021;"AD";"ACRSCI";"Long";0;0,0552464228934817;0,0747282608695652;0,10564930300807;0,217222222222222;"STOC-rozo"
1997;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
1998;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
1999;"JUV";"ACRSCI";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"STOC-rozo"
2000;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2001;"JUV";"ACRSCI";"Long";0;0;0;0;0,134615384615385;"STOC-rozo"
2002;"JUV";"ACRSCI";"Long";0;0;0;0;0,0925;"STOC-rozo"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0,3875;"STOC-rozo"
2004;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2005;"JUV";"ACRSCI";"Long";0;0;0;0,0227272727272727;0,0840909090909091;"STOC-rozo"
2006;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0,0483333333333333;"STOC-rozo"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,015625;0,131071428571429;"STOC-rozo"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2011;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2013;"JUV";"ACRSCI";"Long";0;0;0;0;0,4125;"STOC-rozo"
2014;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,0615384615384616;"STOC-rozo"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,0106382978723404;0,0982142857142857;"STOC-rozo"
2018;"JUV";"ACRSCI";"Long";0;0;0;0,03125;0,270833333333333;"STOC-rozo"
2019;"JUV";"ACRSCI";"Long";0;0;0;0;0,110714285714286;"STOC-rozo"
2020;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2021;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2001;"AD";"ACRSCH";"Long";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;"Aquatique"
2002;"AD";"ACRSCH";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Aquatique"
2003;"AD";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2005;"AD";"ACRSCH";"Long";0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;"Aquatique"
2006;"AD";"ACRSCH";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;"Aquatique"
2007;"AD";"ACRSCH";"Long";0,00714285714285715;0,0714285714285714;0,142857142857143;0,196428571428571;0,244642857142857;"Aquatique"
2008;"AD";"ACRSCH";"Long";0;0;0,0416666666666667;0,0833333333333333;0,0833333333333333;"Aquatique"
2009;"AD";"ACRSCH";"Long";0,00499999999999998;0,05;0,1;0,15;0,195;"Aquatique"
2010;"AD";"ACRSCH";"Long";0;0;0;0,108695652173913;0,206521739130435;"Aquatique"
2011;"AD";"ACRSCH";"Long";0;0;0;0,0806451612903226;0,153225806451613;"Aquatique"
2012;"AD";"ACRSCH";"Long";0,120098039215686;0,142156862745098;0,166666666666667;0,208333333333333;0,245833333333333;"Aquatique"
2013;"AD";"ACRSCH";"Long";0,00178571428571429;0,0178571428571429;0,0357142857142857;0,0491071428571429;0,0611607142857143;"Aquatique"
2014;"AD";"ACRSCH";"Long";0,00441176470588235;0,0441176470588235;0,0627450980392157;0,103030303030303;0,201212121212121;"Aquatique"
2015;"AD";"ACRSCH";"Long";0;0;0;0,0294117647058824;0,103267973856209;"Aquatique"
2016;"AD";"ACRSCH";"Long";0;0;0,0909090909090909;0,2;0,265454545454545;"Aquatique"
2017;"AD";"ACRSCH";"Long";0,0266550522648084;0,0454545454545455;0,0909090909090909;0,111111111111111;0,156862745098039;"Aquatique"
2018;"AD";"ACRSCH";"Long";0;0;0;0,0769230769230769;0,15034965034965;"Aquatique"
2019;"AD";"ACRSCH";"Long";0;0;0;0;0,125;"Aquatique"
2020;"AD";"ACRSCH";"Long";0,00333333333333334;0,0333333333333333;0,0666666666666667;0,104761904761905;0,139047619047619;"Aquatique"
2021;"AD";"ACRSCH";"Long";0,00399999999999999;0,04;0,08;0,12;0,156;"Aquatique"
2001;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2002;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2003;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2005;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2007;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2008;"JUV";"ACRSCH";"Long";0,00384615384615385;0,0384615384615385;0,0769230769230769;0,10989010989011;0,13956043956044;"Aquatique"
2009;"JUV";"ACRSCH";"Long";0,00108695652173913;0,0108695652173913;0,0217391304347826;0,0326086956521739;0,0423913043478261;"Aquatique"
2010;"JUV";"ACRSCH";"Long";0,00555555555555556;0,0555555555555556;0,111111111111111;0,126984126984127;0,141269841269841;"Aquatique"
2011;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2012;"JUV";"ACRSCH";"Long";0,00454545454545455;0,0454545454545455;0,0909090909090909;0,128787878787879;0,162878787878788;"Aquatique"
2013;"JUV";"ACRSCH";"Long";0,00178571428571428;0,0178571428571429;0,0357142857142857;0,0535714285714286;0,0696428571428571;"Aquatique"
2014;"JUV";"ACRSCH";"Long";0;0;0;0,0113636363636364;0,0420454545454545;"Aquatique"
2015;"JUV";"ACRSCH";"Long";0;0;0;0;0,0944444444444444;"Aquatique"
2016;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2017;"JUV";"ACRSCH";"Long";0;0;0;0;0,0682539682539683;"Aquatique"
2018;"JUV";"ACRSCH";"Long";0;0;0;0;0,0210526315789474;"Aquatique"
2019;"JUV";"ACRSCH";"Long";0;0;0;0;0,0875;"Aquatique"
2020;"JUV";"ACRSCH";"Long";0;0;0;0,0625;0,11875;"Aquatique"
2021;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2001;"AD";"ACRSCI";"Long";0,135593220338983;0,135593220338983;0,135593220338983;0,135593220338983;0,135593220338983;"Aquatique"
2002;"AD";"ACRSCI";"Long";0,0363636363636364;0,0363636363636364;0,0363636363636364;0,0363636363636364;0,0363636363636364;"Aquatique"
2003;"AD";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2005;"AD";"ACRSCI";"Long";0,152414772727273;0,160511363636364;0,169507575757576;0,178503787878788;0,186600378787879;"Aquatique"
2006;"AD";"ACRSCI";"Long";0,0604988913525499;0,114079822616408;0,173614190687361;0,233148558758315;0,286729490022173;"Aquatique"
2007;"AD";"ACRSCI";"Long";0,00625;0,0625;0,114837398373984;0,159756097560976;0,195975609756098;"Aquatique"
2008;"AD";"ACRSCI";"Long";0,00681818181818181;0,0681818181818182;0,145454545454545;0,217073170731707;0,263170731707317;"Aquatique"
2009;"AD";"ACRSCI";"Long";0,14055829228243;0,164203612479475;0,19047619047619;0,234772978959025;0,274640088593577;"Aquatique"
2010;"AD";"ACRSCI";"Long";0,00978260869565217;0,0978260869565217;0,179503105590062;0,238501742160279;0,265313588850174;"Aquatique"
2011;"AD";"ACRSCI";"Long";0,00775862068965517;0,0775862068965517;0,123152709359606;0,145604395604396;0,153021978021978;"Aquatique"
2012;"AD";"ACRSCI";"Long";0,0981432858214554;0,144223555888972;0,189340813464236;0,252329192546584;0,34666149068323;"Aquatique"
2013;"AD";"ACRSCI";"Long";0,0531842105263158;0,0581578947368421;0,10843137254902;0,165266106442577;0,187955182072829;"Aquatique"
2014;"AD";"ACRSCI";"Long";0,0779220779220779;0,136363636363636;0,16;0,166666666666667;0,229393939393939;"Aquatique"
2015;"AD";"ACRSCI";"Long";0;0;0,0660377358490566;0,167953667953668;0,248817567567568;"Aquatique"
2016;"AD";"ACRSCI";"Long";0,118694511702986;0,127747252747253;0,181761786600496;0,211510263929619;0,245265151515152;"Aquatique"
2017;"AD";"ACRSCI";"Long";0;0,0882352941176471;0,119047619047619;0,15;0,223872679045093;"Aquatique"
2018;"AD";"ACRSCI";"Long";0;0;0,103448275862069;0,24390243902439;0,281578947368421;"Aquatique"
2019;"AD";"ACRSCI";"Long";0;0;0,0789473684210526;0,201012145748988;0,228846153846154;"Aquatique"
2020;"AD";"ACRSCI";"Long";0;0;0;0,0806451612903226;0,298387096774194;"Aquatique"
2021;"AD";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2002;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2005;"JUV";"ACRSCI";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Aquatique"
2006;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Aquatique"
2009;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,158333333333333;"Aquatique"
2010;"JUV";"ACRSCI";"Long";0;0;0;0,0795454545454545;0,294318181818182;"Aquatique"
2011;"JUV";"ACRSCI";"Long";0;0;0;0,111111111111111;0,211111111111111;"Aquatique"
2012;"JUV";"ACRSCI";"Long";0;0;0;0,5;0,95;"Aquatique"
2013;"JUV";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,105555555555556;"Aquatique"
2014;"JUV";"ACRSCI";"Long";0;0;0,0769230769230769;0,333333333333333;0,393333333333333;"Aquatique"
2015;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Aquatique"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,0698051948051948;0,85;"Aquatique"
2018;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2019;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
